fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,symbol
2017-10-29,USD,709000000,106000000,44000000,-241000000,177000000,264000000,124000000,63000000,-16000000,1787000000,-529000000,-448000000,None,385000000,385000000,None,107000000,107000000,None,50000000,None,None,-335000000,None,-268000000,None,982000000,AMAT
2017-07-30,USD,1377000000,141000000,9000000,510000000,229000000,49000000,80000000,-124000000,266000000,925000000,-349000000,-694000000,None,375000000,375000000,None,107000000,107000000,None,1000000,None,None,-374000000,None,334000000,None,925000000,AMAT
2017-04-30,USD,911000000,75000000,6000000,263000000,341000000,46000000,77000000,9000000,328000000,824000000,-1281000000,1823000000,0,282000000,282000000,None,108000000,108000000,None,46000000,None,None,-236000000,None,1453000000,None,824000000,AMAT
2017-01-29,USD,792000000,113000000,2000000,164000000,337000000,48000000,64000000,89000000,231000000,703000000,-367000000,-340000000,None,130000000,130000000,None,108000000,108000000,None,0,None,None,-130000000,None,85000000,None,703000000,AMAT
2016-10-30,USD,897000000,59000000,9000000,492000000,469000000,247000000,88000000,430000000,24000000,1399000000,11000000,-330000000,None,171000000,171000000,None,108000000,108000000,None,44000000,None,None,-127000000,None,578000000,None,610000000,AMAT
2021-09-30,USD,4263000000,1154000000,None,117000000,76000000,377000000,1861000000,62000000,None,1407000000,-1790000000,-3718000000,None,3666000000,3666000000,None,0,None,None,0,4305000000,None,-3649000000,None,1407000000,None,1217000000,CHTR
2021-06-30,USD,3999000000,1109000000,None,170000000,119000000,410000000,1881000000,188000000,None,1158000000,-2016000000,-1044000000,None,3516000000,3516000000,None,32000000,32000000,None,0,5669000000,None,-3499000000,None,1158000000,None,1020000000,CHTR
2021-03-31,USD,3751000000,1118000000,None,149000000,38000000,433000000,1821000000,-144000000,None,921000000,-1956000000,-2024000000,None,3652000000,3652000000,None,39000000,39000000,None,0,5289000000,None,-3643000000,None,-229000000,None,807000000,CHTR
2020-12-31,USD,4149000000,964000000,None,230000000,17000000,8290000000,2527000000,133000000,None,1401000000,-2570000000,-1864000000,None,4349000000,4349000000,None,40000000,40000000,None,0,5402000000,None,-4336000000,None,2462000000,None,1246000000,CHTR
2020-09-30,USD,3664000000,1146000000,None,188000000,150000000,445000000,2014000000,74000000,None,932000000,-1986000000,-2494000000,None,3361000000,3361000000,None,37000000,191000000,None,0,3030000000,None,-3311000000,None,932000000,None,814000000,CHTR
2020-06-30,USD,3529000000,1040000000,None,28000000,-37000000,478000000,1877000000,-97000000,None,876000000,-1751000000,-2612000000,None,1155000000,1155000000,None,38000000,38000000,None,0,2983000000,None,-1127000000,None,876000000,None,766000000,CHTR
2020-03-31,USD,3220000000,1142000000,None,-155000000,-32000000,496000000,1461000000,-136000000,None,467000000,-1850000000,-1983000000,None,2352000000,2352000000,None,39000000,39000000,None,23000000,4339000000,None,-2236000000,None,-613000000,None,396000000,CHTR
2019-12-31,USD,3358000000,987000000,None,-28000000,113000000,8385000000,2282000000,-59000000,None,822000000,-1854000000,1448000000,None,2305000000,2305000000,None,38000000,38000000,None,0,6528000000,None,-2293000000,None,1959000000,None,714000000,CHTR
2019-09-30,USD,2943000000,1279000000,None,165000000,276000000,519000000,1651000000,227000000,None,467000000,-1731000000,-1461000000,None,2767000000,2767000000,None,38000000,38000000,None,0,2443000000,None,-2742000000,None,467000000,None,387000000,CHTR
2019-06-30,USD,2761000000,1090000000,None,-41000000,368000000,551000000,1597000000,492000000,None,386000000,-1666000000,-1875000000,None,861000000,861000000,None,39000000,39000000,None,0,3830000000,None,-824000000,None,386000000,None,314000000,CHTR
2019-03-31,USD,2686000000,970000000,None,-199000000,145000000,523000000,1665000000,-155000000,None,317000000,-2080000000,255000000,None,940000000,940000000,None,39000000,39000000,None,0,6884000000,None,-896000000,None,861000000,None,253000000,CHTR
2018-12-31,USD,3168000000,969000000,None,205000000,170000000,8435000000,2433000000,-3000000,None,360000000,-2306000000,-757000000,None,1185000000,1185000000,None,39000000,39000000,None,None,2268000000,None,-1172000000,None,1439000000,None,296000000,CHTR
2018-09-30,USD,2804000000,1036000000,None,-11000000,123000000,583000000,2118000000,117000000,None,584000000,-2323000000,-594000000,None,933000000,933000000,None,38000000,38000000,None,None,5924000000,None,-920000000,None,584000000,None,493000000,CHTR
2018-06-30,USD,3096000000,903000000,None,231000000,170000000,614000000,2391000000,210000000,None,339000000,-2369000000,-530000000,None,1664000000,1664000000,None,37000000,37000000,None,None,2699000000,None,-1657000000,None,197000000,None,273000000,CHTR
2018-03-31,USD,2699000000,1008000000,None,-300000000,-95000000,556000000,2183000000,-226000000,None,223000000,-2738000000,-6000000,None,617000000,617000000,None,39000000,39000000,None,None,2929000000,None,-581000000,None,-45000000,None,168000000,CHTR
2017-12-31,USD,3258000000,898000000,None,178000000,-56000000,8313000000,2585000000,-17000000,None,9617000000,-2215000000,-2586000000,None,3967000000,3967000000,None,38000000,38000000,None,None,13161000000,None,-3962000000,None,-1543000000,None,9553000000,CHTR
2017-09-30,USD,2908000000,896000000,None,138000000,102000000,664000000,2393000000,162000000,None,92000000,-2328000000,890000000,None,3525000000,3525000000,None,40000000,40000000,None,None,4969000000,None,-3500000000,None,1470000000,None,48000000,CHTR
2017-06-30,USD,2945000000,793000000,None,187000000,115000000,695000000,2148000000,175000000,None,195000000,-1843000000,-3328000000,None,3328000000,3328000000,None,37000000,37000000,None,None,2506000000,None,-3314000000,None,-2226000000,None,139000000,CHTR
2017-03-31,USD,2843000000,893000000,None,-54000000,-153000000,618000000,1555000000,-236000000,None,211000000,-1712000000,254000000,None,895000000,895000000,None,38000000,38000000,None,None,4640000000,None,-823000000,None,1385000000,None,155000000,CHTR
2016-12-31,USD,3226000000,789000000,None,498000000,132000000,2392000000,1888000000,158000000,None,569000000,-23649000000,-1471000000,None,1114000000,1114000000,None,41000000,151000000,None,None,6347000000,None,-1099000000,None,370000000,None,454000000,CHTR
2021-09-30,USD,4172000000,None,None,1593000000,-581000000,442000000,470000000,None,None,1826000000,-1216000000,-5882000000,411000000,None,None,None,366000000,366000000,None,9000000,20000000,None,743000000,None,1826000000,None,1826000000,AXP
2021-06-30,USD,3185000000,None,None,1422000000,195000000,412000000,290000000,None,None,2280000000,-2765000000,-9877000000,288000000,None,None,None,361000000,361000000,None,14000000,0,None,14000000,None,2280000000,None,2280000000,AXP
2021-03-31,USD,2280000000,None,None,-196000000,-477000000,422000000,319000000,None,None,2235000000,4774000000,461000000,-271000000,0,0,0,363000000,363000000,None,31000000,0,0,31000000,None,7515000000,None,2235000000,AXP
2020-12-31,USD,3500000000,None,None,2359000000,353000000,428000000,436000000,None,None,1858000000,-5557000000,-686000000,110000000,0,0,0,362000000,362000000,None,10000000,69000000,0,10000000,None,1858000000,None,1438000000,AXP
2020-09-30,USD,2180000000,None,None,868000000,640000000,404000000,353000000,None,None,1073000000,-4957000000,-3602000000,122000000,0,0,0,363000000,363000000,None,1000000,0,0,1000000,None,1073000000,None,1073000000,AXP
2020-06-30,USD,2130000000,None,None,977000000,1101000000,374000000,354000000,None,None,257000000,219000000,638000000,-1979000000,0,0,0,366000000,366000000,None,17000000,0,0,17000000,None,257000000,None,257000000,AXP
2020-03-31,USD,-2219000000,None,None,-6229000000,-309000000,337000000,335000000,None,None,367000000,21927000000,-5418000000,-2880000000,0,0,0,383000000,383000000,None,16000000,0,0,16000000,None,14290000000,None,367000000,AXP
2019-12-31,USD,3196000000,None,None,193000000,325000000,305000000,431000000,None,None,1986000000,-5455000000,1423000000,3601000000,0,0,0,374000000,374000000,None,9000000,-4000000,0,9000000,None,1986000000,None,1693000000,AXP
2019-09-30,USD,-1041000000,None,None,-4450000000,-429000000,300000000,374000000,-289000000,None,1755000000,-753000000,-398000000,37000000,0,0,0,346000000,346000000,None,11000000,3530000000,0,11000000,None,1755000000,None,1755000000,AXP
2019-06-30,USD,2930000000,None,None,-72000000,115000000,286000000,492000000,72000000,None,1761000000,-7790000000,-1461000000,777000000,0,0,0,347000000,347000000,None,47000000,5547000000,0,47000000,None,1761000000,None,1761000000,AXP
2019-03-31,USD,8547000000,None,None,6100000000,357000000,297000000,348000000,196000000,None,1550000000,-2709000000,-83000000,-1099000000,0,0,0,355000000,355000000,None,19000000,3633000000,0,19000000,None,13270000000,None,1550000000,AXP
2018-12-31,USD,-1252000000,None,None,-6254000000,-661000000,286000000,439000000,-336000000,None,1831000000,-5444000000,3240000000,821000000,683000000,683000000,0,354000000,354000000,None,19000000,4489000000,0,-664000000,None,-10584000000,80000000,2010000000,AXP
2018-09-30,USD,5086000000,None,None,2315000000,-237000000,322000000,335000000,-76000000,None,1654000000,-5790000000,626000000,338000000,779000000,779000000,0,325000000,325000000,None,19000000,6474000000,0,-760000000,None,1654000000,None,1654000000,AXP
2018-06-30,USD,1709000000,None,None,249000000,-56000000,337000000,299000000,286000000,None,1623000000,-7688000000,4184000000,182000000,4000000,4000000,0,321000000,321000000,None,38000000,6577000000,0,34000000,None,1623000000,227000000,1623000000,AXP
2018-03-31,USD,3473000000,None,None,-431000000,-37000000,348000000,237000000,-122000000,None,1634000000,-693000000,-2949000000,-1489000000,134000000,134000000,0,324000000,324000000,None,11000000,3984000000,0,-123000000,None,-1757000000,-178000000,1634000000,AXP
2017-12-31,USD,-1289000000,None,None,4308000000,495000000,368000000,250000000,570000000,None,1821000000,-7772000000,9662000000,932000000,1213000000,1213000000,0,326000000,326000000,None,47000000,12889000000,0,-1166000000,None,6809000000,-40000000,-1206000000,AXP
2017-09-30,USD,1356000000,None,None,2099000000,107000000,338000000,274000000,-211000000,None,1356000000,-6312000000,-2391000000,-1108000000,1320000000,1320000000,0,305000000,305000000,None,38000000,2751000000,0,-1282000000,None,-4274000000,110000000,1359000000,AXP
2017-06-30,USD,1340000000,None,None,1167000000,131000000,319000000,261000000,-37000000,None,1340000000,-4858000000,2769000000,-183000000,841000000,841000000,0,307000000,307000000,None,13000000,8704000000,0,-828000000,None,1051000000,49000000,1344000000,AXP
2017-03-31,USD,1561000000,None,None,-2069000000,-1144000000,296000000,277000000,-795000000,None,1237000000,700000000,2205000000,-1941000000,926000000,926000000,0,313000000,313000000,None,31000000,8420000000,0,-895000000,None,4183000000,107000000,1251000000,AXP
2016-12-31,USD,1161000000,None,None,2100000000,689000000,285000000,400000000,766000000,None,1161000000,-8262000000,3721000000,2928000000,858000000,954000000,0,315000000,315000000,None,99000000,2898000000,0,-855000000,None,-1503000000,-155000000,825000000,AXP
2021-09-30,USD,320000000,40000000,None,-74000000,158000000,125000000,94000000,5000000,None,63000000,-197000000,-78000000,None,None,None,None,None,None,None,None,None,None,70000000,None,146000000,None,62890000,NOW
2021-06-30,USD,300000000,19000000,None,-4000000,304000000,115000000,91000000,130000000,None,59000000,-614000000,-149000000,None,None,None,None,None,None,None,None,None,None,0,None,137000000,None,59000000,NOW
2021-03-31,USD,727000000,33000000,None,164000000,-238000000,106000000,107000000,-354000000,None,82000000,-437000000,-124000000,None,None,None,None,None,None,None,0,None,0,95000000,None,166000000,None,82000000,NOW
2020-12-31,USD,685525000,17000000,None,609078000,536117000,93033000,140690000,361706000,None,16648000,-176519000,-203492000,None,None,None,None,None,None,None,0,None,0,3266000,None,305514000,None,16648000,NOW
2020-09-30,USD,241452000,16000000,None,-38235000,79690000,84720000,91656000,-10260000,None,12858000,-702244000,963378000,None,None,None,None,None,None,None,0,None,0,51444000,None,70858000,None,12858000,NOW
2020-06-30,USD,367622000,26000000,None,26046000,95646000,82628000,116964000,8985000,None,40766000,-243109000,-102239000,None,None,None,None,None,None,None,0,None,0,24148000,None,91766000,None,41000000,NOW
2020-03-31,USD,492000000,0,None,80526000,-116074000,76000000,83207000,-209000000,None,48231000,-385000000,-61000000,None,None,None,None,None,None,None,0,None,0,66908000,None,45506000,None,48000000,NOW
2019-12-31,USD,421211000,None,None,393061000,962723000,72331000,114332000,288166000,None,598724000,-198732000,-76281000,None,None,None,None,None,None,None,0,None,0,2641000,None,146198000,None,598724000,NOW
2019-09-30,USD,210178000,None,None,40260000,100993000,64006000,90069000,43023000,None,40570000,-122355000,-41256000,None,None,None,None,None,None,None,0,None,0,41927000,None,91041000,None,40598000,NOW
2019-06-30,USD,243735000,None,None,57351000,126763000,60328000,86056000,79751000,None,-11115000,-202517000,-97919000,None,None,None,None,None,None,None,0,None,0,10207000,None,37254000,None,-11079000,NOW
2019-03-31,USD,360848000,None,None,67932000,-69367000,55449000,47124000,-151105000,None,-1545000,-200873000,-86400000,None,None,None,None,None,None,None,0,None,0,53093000,None,73575000,None,-1545000,NOW
2018-12-31,USD,289612000,None,None,284983000,263751000,43112000,98913000,153602000,None,7015000,-247139000,-174321000,None,None,None,None,None,None,None,0,None,0,3723000,None,-131848000,None,7015000,NOW
2018-09-30,USD,145501000,None,None,50659000,119904000,37874000,50737000,58486000,None,8405000,-89349000,-68234000,None,None,None,None,None,None,None,0,None,0,39018000,None,51138000,None,8405000,NOW
2018-06-30,USD,125896000,None,None,43849000,42812000,35207000,55991000,3562000,None,-52746000,226312000,-303081000,None,None,None,None,None,None,None,0,None,0,8762000,None,-8048000,None,-52746000,NOW
2018-03-31,USD,250080000,None,None,84608000,13129000,33411000,43221000,-69502000,None,10622000,-237246000,-61792000,None,None,None,None,None,None,None,0,None,0,52657000,None,-48958000,None,10622000,NOW
2017-12-31,USD,184783000,None,None,193552000,235223000,32067000,35154000,145572000,None,-27807000,-518284000,-47226000,None,None,None,None,None,None,None,0,None,0,5819000,None,-405864000,None,-17346000,NOW
2017-09-30,USD,141824000,None,None,44704000,65984000,29401000,46753000,9307000,None,-24188000,-210181000,-8046000,None,None,None,None,None,None,None,0,None,0,35856000,None,-68586000,7660000,-22182000,NOW
2017-06-30,USD,128725000,None,None,24680000,20707000,27181000,42087000,-6671000,None,-56473000,-27718000,613795000,None,None,None,None,None,None,None,0,None,0,5156000,None,733542000,18881000,-55804000,NOW
2017-03-31,USD,187608000,None,None,113122000,6237000,25226000,33186000,-48515000,None,-40662000,-127765000,-19631000,None,None,None,None,None,None,None,0,None,0,34807000,None,38677000,-662000,-21514000,NOW
2016-12-31,USD,131847000,None,None,154219000,174710000,23366000,25350000,110654000,None,-32589000,-29100000,-20887000,None,None,None,None,None,None,None,0,None,0,11315000,None,76171000,-6319000,4966000,NOW
2021-09-30,CNY,14447587000,None,None,None,None,1536142000,0,None,None,None,-29757109000,6078409000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-2806538000,JD
2021-06-30,CNY,28890156000,None,None,None,None,1224321000,2874062000,None,None,None,-18074088000,17443091000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,797892000,JD
2021-03-31,CNY,-7508774000,None,None,None,None,1668091000,4200000000,None,None,None,-7631392000,-591750000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3620250000,JD
2020-12-31,CNY,5213568000,None,None,None,None,283877000,4500000000,None,-1500454000,None,-13705425000,23412604000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,24325451000,JD
